0.001; 0.002; 0.006
0.002; 0.003; 0.005
0.001; 0.002; 0.004
0.001; 0.004; 0.004
0.004; 0.010; 0.012
0.002; 0.004; 0.005
0.001; 0.002; 0.002
0.001; 0.004; 0.004
0.001; 0.002; 0.003
0.001; 0.003; 0.003
0.001; 0.003; 0.003
0.001; 0.002; 0.003
0.001; 0.002; 0.002
0.002; 0.004; 0.004
0.001; 0.001; 0.002
0.001; 0.001; 0.002
0.001; 0.002; 0.002
0.001; 0.002; 0.003
0.001; 0.002; 0.003
0.001; 0.001; 0.002
0.001; 0.002; 0.004
0.001; 0.002; 0.002
0.001; 0.002; 0.002
0.001; 0.001; 0.002
0.001; 0.002; 0.003
0.002; 0.004; 0.007
0.003; 0.003; 0.004
0.004; 0.005; 0.010
0.004; 0.009; 0.010
0.001; 0.002; 0.003
0.001; 0.003; 0.003
0.001; 0.005; 0.005
0.001; 0.003; 0.003
0.001; 0.002; 0.002
0.001; 0.002; 0.003
0.001; 0.002; 0.003
0.001; 0.002; 0.002
0.001; 0.003; 0.003
0.001; 0.002; 0.004
0.001; 0.003; 0.003
0.001; 0.002; 0.002
0.001; 0.002; 0.002
0.001; 0.002; 0.002
0.005; 0.010; 0.010
0.001; 0.002; 0.002
0.001; 0.002; 0.002
0.001; 0.005; 0.005
0.001; 0.002; 0.003
0.001; 0.002; 0.003
0.001; 0.002; 0.002
0.001; 0.002; 0.002
0.001; 0.002; 0.004
0.001; 0.002; 0.003
0.001; 0.002; 0.003
0.001; 0.002; 0.003
0.002; 0.003; 0.004
0.001; 0.007; 0.007
0.001; 0.002; 0.002
0.002; 0.005; 0.005
0.001; 0.003; 0.003
0.004; 0.005; 0.008
0.001; 0.002; 0.003
0.001; 0.003; 0.003
0.001; 0.003; 0.003
0.001; 0.002; 0.003
0.001; 0.005; 0.006
0.001; 0.001; 0.002
0.001; 0.002; 0.002
0.001; 0.002; 0.002
0.001; 0.002; 0.002
0.002; 0.004; 0.004
0.001; 0.002; 0.002
